% CAVITY name = CCL2
% bpm_1 : CCL_Diag:BPM212
% bpm_2 : CCL_Diag:BPM402
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 624.8043 2127.8603
         0.95      -57.4733       0.76866      -0.30307  -331683.63453  -211523.15535 
         0.96     -66.43138       0.72677      -0.29964  -417684.05991  -182209.32672 
         0.97     -71.59964       0.69813      -0.30138  -482663.8037  -160564.26759 
         0.98     -74.92297       0.67865      -0.30687  -534110.51666  -143884.37923 
         0.99      -77.2322       0.66605      -0.31533  -576325.96789  -130597.44414 
            1      -78.9294         0.659      -0.32635  -611946.92484  -119733.15585 
         1.01     -80.22993       0.65672      -0.33973  -642675.13109  -110663.59979 
         1.02     -81.25861        0.6588       -0.3554  -669655.4253  -102966.8542 
         1.03     -82.09235       0.66505      -0.37343  -693684.22171  -96351.02499 
         1.04     -82.78087       0.67547      -0.39394  -715330.51337  -90609.88246 
         1.05      -83.3575       0.69021      -0.41717  -735009.11567  -85595.95983 
 
