% CAVITY name = CCL3
% bpm_1 : CCL_Diag:BPM402
% bpm_2 : CCL_Diag:BPM411
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 708.7432 1534.7168
         0.95      -9.99554        1.2174      -0.63915  -77635.42391  -440492.93707 
         0.96     -36.57545        1.1398      -0.60993  -258824.43027  -348819.56131 
         0.97     -54.66872        1.0833      -0.59175  -395426.85354  -280302.03421 
         0.98     -65.70729         1.041      -0.58107  -502891.42146  -226987.11991 
         0.99     -72.67468        1.0088      -0.57583  -590314.72064  -184148.80341 
            1     -77.35557       0.98435      -0.57474  -663370.61771  -148821.09546 
         1.01     -80.68409       0.96593      -0.57699  -725769.71716  -119056.27971 
         1.02     -83.16289       0.95251      -0.58204  -780035.94118  -93526.09303 
         1.03     -85.07831       0.94336      -0.58955  -827943.62291  -71295.49245 
         1.04     -86.60297       0.93799      -0.59929  -870775.55123  -51688.28683 
         1.05     -87.84621       0.93606      -0.61113  -909481.65008  -34204.11915 
 
