% CAVITY name = DTL6
% bpm_1 : CCL_Diag:BPM101
% bpm_2 : CCL_Diag:BPM112
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 429.2450 1544.6630
         0.95        63.952        1.0979      -0.28833     1.31455e6  -642500.06354 
         0.96        63.374         1.068      -0.28022      1.2197e6  -611458.28478 
         0.97         62.76        1.0402       -0.2728     1.13293e6  -583254.91979 
         0.98        62.105        1.0143        -0.266     1.05319e6  -557510.69625 
         0.99        61.408       0.99003      -0.25974     9.79604e5  -533910.7954 
            1        60.666       0.96723      -0.25394     9.11432e5  -512191.7287 
         1.01        59.873       0.94574      -0.24856     8.48052e5  -492131.29519 
         1.02        59.027       0.92544      -0.24356     7.88937e5  -473540.80783 
         1.03        58.122       0.90621      -0.23888     7.33633e5  -456259.0122 
         1.04        57.153       0.88795      -0.23451      6.8175e5  -440147.28321 
         1.05        56.115       0.87058      -0.23041     6.32951e5  -425085.79679 
 
