% CAVITY name = CCL2
% bpm_1 : CCL_Diag:BPM302
% bpm_2 : CCL_Diag:BPM312
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 831.6878 1905.4260
         0.95     -61.44495       0.97955      -0.51396  -351772.19366  -191434.59622 
         0.96     -73.14638       0.92887      -0.50174  -460415.44679  -139477.93984 
         0.97     -79.46925       0.89508      -0.49833  -542399.18628   -100828.885 
         0.98     -83.35121       0.87298       -0.5012  -607213.82712  -70781.06877 
         0.99     -85.96253       0.85971      -0.50899  -660315.68432   -46607.7277 
            1     -87.83699       0.85358      -0.52093  -705050.57447  -26629.50622 
         1.01     -89.24795       0.85364      -0.53664  -743578.20414   -9760.52673 
         1.02     -90.34856       0.85936      -0.55596  -777351.39964        4729.1 
         1.03     -91.23072       0.87055      -0.57893  -807380.49348         17345 
         1.04     -91.95261       0.88723       -0.6057  -834386.83225         28446 
         1.05     -92.55263       0.90962      -0.63658  -858895.70533         38291 
 
