% CAVITY name = DTL6
% bpm_1 : CCL_Diag:BPM103
% bpm_2 : CCL_Diag:BPM202
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 630.0209 1757.1813
         0.95        62.111        1.2391      -0.42954     1.42756e6  -755515.29494 
         0.96         61.64        1.2054      -0.41763     1.32167e6  -713430.90851 
         0.97        61.136        1.1741      -0.40666     1.22476e6  -675089.82661 
         0.98        60.597        1.1448      -0.39652     1.13568e6  -639996.16866 
         0.99        60.019        1.1174      -0.38711     1.05343e6  -607738.09969 
            1        59.398        1.0916      -0.37835     9.77211e5  -577970.73008 
         1.01         58.73        1.0673      -0.37016     9.06324e5  -550403.02884 
         1.02        58.011        1.0444      -0.36248     8.40184e5  -524787.69295 
         1.03        57.234        1.0226      -0.35526     7.78287e5  -500913.22184 
         1.04        56.395        1.0019      -0.34846     7.20201e5  -478597.6567 
         1.05        55.485       0.98221      -0.34204     6.65549e5  -457683.59032 
 
