% CAVITY name = CCL2
% bpm_1 : CCL_Diag:BPM212
% bpm_2 : CCL_Diag:BPM312
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 624.8043 1905.4260
         0.95     -49.91165        0.8213      -0.35571  -294943.65737  -248263.1325 
         0.96     -61.01423       0.77881      -0.35168  -386035.67376  -213857.71288 
         0.97     -67.49149       0.75048      -0.35373  -454775.0011  -188453.07019 
         0.98     -71.64919       0.73195      -0.36017  -509118.88491  -168876.01098 
         0.99     -74.52473       0.72082       -0.3701  -553642.17657  -153281.23545 
            1      -76.6277       0.71568      -0.38304  -591150.17848  -140529.90221 
         1.01     -78.23181       0.71573      -0.39873  -623453.69823  -129885.03264 
         1.02     -79.49551       0.72053      -0.41713  -651770.85912  -120851.42039 
         1.03     -80.51613       0.72992      -0.43829  -676948.77518  -113086.47153 
         1.04     -81.35639        0.7439      -0.46237    -699592.26  -106348.13582 
         1.05     -82.05821       0.76267      -0.48963  -720141.74286  -100463.33265 
 
