% CAVITY name = CCL2
% bpm_1 : CCL_Diag:BPM302
% bpm_2 : CCL_Diag:BPM402
% (amp E/E0) (arctg(d(phi_1)/d(phi2)), deg) (a11) (a12) (a21,eV/rad) (a22.eV/rad)
% first line (phi_off - phi_on) for bpm 1 and 2 
 831.6878 2127.8603
         0.95     -67.59335       0.89135      -0.42576  -384624.01324  -158582.77664 
         0.96      -76.5828       0.84277      -0.41564  -484351.05825  -115542.32838 
         0.97     -81.51224       0.80956      -0.41281  -559702.28825  -83525.78303 
         0.98     -84.59197       0.78697      -0.41519  -619360.46595  -58634.42993 
         0.99     -86.69362       0.77236      -0.42164  -668313.97037  -38609.44164 
            1     -88.21945       0.76418      -0.43153  -709620.42627  -22059.65442 
         1.01      -89.3784       0.76154      -0.44455  -745253.19429   -8085.53658 
         1.02     -90.28905       0.76396      -0.46055  -776539.84204        3917.6 
         1.03     -91.02334        0.7712      -0.47958  -804403.90028         14369 
         1.04     -91.62723       0.78329      -0.50175  -829505.17963         23565 
         1.05      -92.1313       0.80038      -0.52734  -852324.70464         31720 
 
